name,latitude,longitude,zone_type
bhatia bakery bus stop,17.49992,78.50984,bus_stop
bhavani colony bus stop,17.32716,78.41995,bus_stop
bheem nagar,17.3698,78.451,bus_stop
bheem nagar,17.36975,78.45083,bus_stop
bhel,17.51359,78.28819,bus_stop
bhel,17.51899,78.2899,bus_stop
bhel,17.49714,78.31465,bus_stop
bhel,17.49581,78.31579,bus_stop
bhel,17.49496,78.31664,bus_stop
bhel colony,17.46432,78.48432,bus_stop
bhel colony,17.50889,78.29945,bus_stop
bhel hospital,17.49927,78.30371,bus_stop
bhel hospital,17.49934,78.30353,bus_stop
bhel park,17.49524,78.30909,bus_stop
bhel pushpak,17.51211,78.29301,bus_stop
bhel pushpak,17.51209,78.29234,bus_stop
bhoiguda,17.42721,78.50209,bus_stop
bhoiguda,17.42781,78.50193,bus_stop
bhola nagar,17.40793,78.45053,bus_stop
bhola nagar,17.40811,78.45041,bus_stop
bhola nagar bus stop,17.40791,78.44975,bus_stop
bhongiri bus stand,17.51621,78.88671,bus_stop
bhoodan pochampalli,17.3485,78.8209,bus_stop
bhoodan pochampalli gandhi statue,17.3503,78.81897,bus_stop
bhupesh guptha nagar,17.33255,78.53774,bus_stop
bhupesh guptha nagar,17.33272,78.5378,bus_stop
bhupesh nagar 1,17.33494,78.53732,bus_stop
bhupesh nagar 1,17.33472,78.53733,bus_stop
bhuvanagiri town,17.5076,78.88015,bus_stop
bibi bazar,17.35883,78.47938,bus_stop
bibi bazar,17.35847,78.47919,bus_stop
bibi bazar cross road bus stop,17.35849,78.47905,bus_stop
bibinagar,17.47324,78.79293,bus_stop
bible house,17.43077,78.49232,bus_stop
bible house,17.43041,78.49227,bus_stop
bible house,17.4304,78.49254,bus_stop
bible house,17.43049,78.49263,bus_stop
